종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12140,5,-25,-0.21,12162.0,-2.132,3039,36,146,기타,KBSTAR,False,False,False
269420,4,KODEX S&P글로벌인프라(합성),12460,2,135,1.1,,1.9859,4100,51,145,해외 주식,KODEX,False,False,False
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),11175,5,-140,-1.24,,,222239,2473,145,해외 주식,HANARO,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,10325,3,0,0.0,,14.9137,6583,68,145,해외 주식,KODEX,False,False,False
289250,2,TIGER MSCI KOREA ESG유니버설,11890,5,-80,-0.67,11925.0,-2.0859,7,0,143,국내 업종/테마,TIGER,False,False,False
361590,2,KBSTAR 코스피ex200,14070,2,60,0.43,14099.0,-1.9251,54,0,141,국내 업종/테마,KBSTAR,False,False,False
292050,1,KBSTAR KRX300,18515,5,-115,-0.62,18535.0,-1.1934,72,1,139,국내 시장지수,KBSTAR,False,False,False
139240,2,TIGER 200 철강소재,8640,5,-115,-1.31,8657.0,-5.8603,7035,61,138,국내 업종/테마,TIGER,False,False,False
219900,4,KINDEX 중국본토CSI300레버리지(합성),5730,5,-20,-0.35,,9.1081,317,1,138,해외 주식,KINDEX,False,True,False
360150,2,KODEX 코스닥150롱코스피200숏선물,9085,2,90,1.0,9094.0,6.3238,610,5,136,국내 업종/테마,KODEX,False,False,False
402520,1,FOCUS 혁신기업액티브,9725,5,-45,-0.46,9782.0,,113,1,136,국내 시장지수,FOCUS,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,9575,5,-70,-0.73,9607.0,-1.1277,917,8,134,국내 업종/테마,HANARO,False,False,False
122090,1,ARIRANG 코스피50,27790,5,-140,-0.5,27768.0,-2.0688,208,5,133,국내 시장지수,ARIRANG,False,False,False
195920,4,TIGER 일본TOPIX(합성 H),16665,5,-265,-1.57,,7.6629,35349,589,133,해외 주식,TIGER,False,False,True
140950,1,파워 코스피100,30185,5,-150,-0.49,30307.0,-3.1945,34,1,133,국내 시장지수,파워,False,False,False
308620,6,KODEX 미국채10년선물,11760,5,-5,-0.04,,-1.5482,6168,72,129,채권,KODEX,False,False,False
395160,2,KODEX Fn시스템반도체,9910,5,-150,-1.49,9924.0,8.4636,99995,990,129,국내 업종/테마,KODEX,False,False,False
307010,3,KBSTAR KRX300레버리지,18385,5,-290,-1.55,18482.0,-3.9105,111,2,129,국내 파생,KBSTAR,False,True,False
407830,4,에셋플러스 글로벌플랫폼액티브,9860,5,-135,-1.35,,,144422,1422,128,해외 주식,에셋플러스,False,False,False
365780,6,KINDEX 국고채10년,94925,3,0,0.0,94952.0,-3.6539,169,16,128,채권,KINDEX,False,False,False
229720,1,KODEX KTOP30,21335,5,-215,-1.0,21376.0,-4.7935,315,6,128,국내 시장지수,KODEX,False,False,False
253150,3,ARIRANG 200선물레버리지,42465,5,-650,-1.51,42654.0,-5.5739,2359,100,127,국내 파생,ARIRANG,False,True,False
139660,7,KOSEF 미국달러선물인버스,10020,2,5,0.05,10036.0,-1.4757,3,0,127,기타,KOSEF,True,False,False
251590,2,ARIRANG 고배당저변동50,11485,2,10,0.09,11487.0,4.3181,416,4,126,국내 업종/테마,ARIRANG,False,False,False
391590,4,KINDEX 미국스팩&IPO INDXX,10525,5,-255,-2.37,,11.5942,25480,268,126,해외 주식,KINDEX,False,False,False
200030,4,KODEX 미국S&P산업재(합성),21955,2,55,0.25,,3.2288,215,4,126,해외 주식,KODEX,False,False,False
271050,5,KODEX WTI원유선물인버스(H),7275,5,-265,-3.51,,-19.3152,98245,717,125,원자재,KODEX,True,False,True
315270,2,TIGER 200커뮤니케이션서비스,32580,5,-5,-0.02,32634.0,-4.6582,902,29,124,국내 업종/테마,TIGER,False,False,False
310080,4,KBSTAR 중국MSCI China(H),11715,5,-95,-0.8,,1.7226,2431,28,123,해외 주식,KBSTAR,False,False,True
399580,4,KBSTAR 글로벌클린에너지S&P,10190,5,-180,-1.74,,,36584,372,122,해외 주식,KBSTAR,False,False,False
251600,7,ARIRANG 고배당주채권혼합,11080,2,30,0.27,11086.0,0.1359,1493,16,122,기타,ARIRANG,False,False,False
279540,2,KODEX 최소변동성,12030,5,-40,-0.33,12092.0,-0.4947,4,0,120,국내 업종/테마,KODEX,False,False,False
104520,2,KOSEF 블루칩,9885,5,-5,-0.05,9885.0,-3.5122,149,1,119,국내 업종/테마,KOSEF,False,False,False
253290,7,KBSTAR 헬스케어채권혼합,11770,5,-25,-0.21,11798.0,-7.3813,4059,47,118,기타,KBSTAR,False,False,False
244620,2,KODEX 모멘텀Plus,13065,2,55,0.42,13089.0,2.1193,590,7,118,국내 업종/테마,KODEX,False,False,False
208470,4,SOL 선진국MSCI World(합성 H),19470,5,-55,-0.28,,3.1976,72,1,117,해외 주식,SOL,False,False,True
402460,2,HANARO Fn K-메타버스MZ,12220,2,20,0.16,12252.0,,37448,453,116,국내 업종/테마,HANARO,False,False,False
265690,4,KINDEX 러시아MSCI(합성),32930,2,745,2.31,,2.5489,2219,72,115,해외 주식,KINDEX,False,False,False
244670,2,KODEX 밸류Plus,9550,5,-20,-0.21,9579.0,-4.3,81,0,115,국내 업종/테마,KODEX,False,False,False
395150,2,KODEX Fn웹툰&드라마,10370,5,-85,-0.81,10412.0,16.6852,33927,350,114,국내 업종/테마,KODEX,False,False,False
253230,3,KOSEF 200선물인버스2X,2200,2,20,0.92,2210.0,1.6317,33652,73,113,국내 파생,KOSEF,True,False,False
248260,4,TIGER 일본TOPIX헬스케어(합성),11310,5,-50,-0.44,,-5.8824,158,1,113,해외 주식,TIGER,False,False,False
196030,4,KINDEX 일본TOPIX레버리지(H),22610,5,-705,-3.02,,14.9371,254,5,113,해외 주식,KINDEX,False,True,True
316300,7,KINDEX 싱가포르리츠,12495,2,60,0.48,,0.4848,191,2,112,기타,KINDEX,False,False,False
100910,1,KOSEF KRX100,6245,5,-25,-0.4,6247.0,-2.3365,224,1,112,국내 시장지수,KOSEF,False,False,False
400580,4,SOL 유럽탄소배출권선물S&P(H),11045,5,-140,-1.25,,,10844,119,110,해외 주식,SOL,False,False,True
139290,2,TIGER 200 경기소비재,17200,5,-205,-1.18,17213.0,-1.9437,321,5,110,국내 업종/테마,TIGER,False,False,False
292750,1,ARIRANG KRX300,18325,5,-115,-0.62,18353.0,-1.3377,7,0,110,국내 시장지수,ARIRANG,False,False,False
381570,2,HANARO Fn친환경에너지,10890,2,70,0.65,10913.0,6.8641,3526,38,109,국내 업종/테마,HANARO,False,False,False
403790,1,마이다스 KoreaStock액티브,20570,5,-65,-0.31,20573.0,,348,7,108,국내 시장지수,마이다스,False,False,False
225030,4,TIGER 미국S&P500선물인버스(H),3565,5,-15,-0.42,,-5.0398,19639,69,105,해외 주식,TIGER,True,False,True
270800,2,KBSTAR KQ고배당,14995,5,-120,-0.79,15084.0,-3.7874,470,7,105,국내 업종/테마,KBSTAR,False,False,False
285000,2,KBSTAR 200IT,16380,5,-40,-0.24,16429.0,1.9875,1162,19,105,국내 업종/테마,KBSTAR,False,False,False
352540,7,KODEX TSE일본리츠(H),13055,2,15,0.12,,-1.0623,153,1,104,기타,KODEX,False,False,True
271060,5,KODEX 3대농산물선물(H),11480,2,120,1.06,,5.4292,11484,131,103,원자재,KODEX,False,False,True
101280,4,KODEX 일본TOPIX100,17200,5,-70,-0.41,,5.2086,684,11,103,해외 주식,KODEX,False,False,False
261070,2,TIGER 코스닥150바이오테크,10305,2,10,0.1,10489.0,-18.5523,5709,58,103,국내 업종/테마,TIGER,False,False,False
402970,4,KINDEX 미국고배당S&P,10305,2,50,0.49,,,182604,1884,103,해외 주식,KINDEX,False,False,False
185680,4,KODEX 미국S&P바이오(합성),31045,2,95,0.31,,-1.1498,1286,39,101,해외 주식,KODEX,False,False,False
108590,1,TREX 200,40270,5,-275,-0.68,40394.0,-1.8163,26,1,101,국내 시장지수,TREX,False,False,False
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,10035,3,0,0.0,,-2.193,1,0,100,기타,KINDEX,False,False,False
145850,2,TREX 펀더멘탈 200,39965,3,0,0.0,39866.0,0.6928,0,0,100,국내 업종/테마,TREX,False,False,False
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),12480,2,55,0.44,,-1.0749,7856,97,100,기타,KBSTAR,False,False,False
368200,2,KBSTAR Fn K-뉴딜디지털플러스,12215,5,-35,-0.29,12241.0,-10.584,25,0,98,국내 업종/테마,KBSTAR,False,False,False
337120,2,KODEX Fn멀티팩터,13910,5,-90,-0.64,13932.0,-1.6509,40,0,97,국내 업종/테마,KODEX,False,False,False
226380,2,KINDEX Fn성장소비주도주,7870,5,-100,-1.25,7988.0,1.464,1673,13,94,국내 업종/테마,KINDEX,False,False,False
105780,2,KBSTAR 5대그룹주,7860,5,-70,-0.88,7899.0,-4.1113,3047,24,94,국내 업종/테마,KBSTAR,False,False,False
256450,4,ARIRANG 심천차이넥스트(합성),15700,5,-50,-0.32,,9.6033,142,2,94,해외 주식,ARIRANG,False,False,False
152500,3,KINDEX 레버리지,9320,5,-70,-0.75,9311.0,-4.9114,6836,64,93,국내 파생,KINDEX,False,True,False
380340,2,KINDEX Fn5G플러스,9265,2,35,0.38,9304.0,7.7012,9660,90,93,국내 업종/테마,KINDEX,False,False,False
189400,4,ARIRANG 글로벌MSCI(합성 H),18130,5,-110,-0.6,,4.0798,300,5,92,해외 주식,ARIRANG,False,False,True
156080,1,KODEX MSCI Korea,18420,5,-165,-0.89,18485.0,-1.9779,15097,280,92,국내 시장지수,KODEX,False,False,False
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),13115,5,-60,-0.46,,2.0131,79,1,92,해외 주식,TIGER,False,True,True
250730,4,KBSTAR 차이나HSCEI(H),10160,5,-30,-0.29,,0.049,6269,63,91,해외 주식,KBSTAR,False,False,True
272230,2,KINDEX 스마트밸류,15145,2,75,0.5,14994.0,-2.4912,10,0,91,국내 업종/테마,KINDEX,False,False,False
364690,1,KODEX 혁신기술테마액티브,12905,5,-110,-0.85,12969.0,-3.4854,307,3,90,국내 시장지수,KODEX,False,False,False
243890,2,TIGER 200에너지화학레버리지,18770,2,470,2.57,18753.0,-8.4314,2751,51,89,국내 업종/테마,TIGER,False,True,False
322150,2,KINDEX 스마트하이베타,14620,5,-30,-0.2,14567.0,-0.9801,17,0,88,국내 업종/테마,KINDEX,False,False,False
137930,3,마이다스 200커버드콜5%OTM,14590,5,-75,-0.51,14611.0,-2.266,3,0,88,국내 파생,마이다스,False,False,False
333970,2,ARIRANG KS밸류가중TR,15895,2,5,0.03,15887.0,0.8568,50,0,87,국내 업종/테마,ARIRANG,False,False,False
251890,1,KINDEX 코스닥(합성),14505,5,-50,-0.34,14557.0,1.9257,86,1,87,국내 시장지수,KINDEX,False,False,False
140570,2,KBSTAR 수출주,12350,5,-35,-0.28,12389.0,-1.1178,106,1,86,국내 업종/테마,KBSTAR,False,False,False
275290,2,KODEX MSCI밸류,12350,5,-90,-0.72,12386.0,0.974,3,0,86,국내 업종/테마,KODEX,False,False,False
167860,6,KOSEF 국고채10년레버리지,123185,5,-265,-0.21,123405.0,-7.5974,312,38,86,채권,KOSEF,False,True,False
104530,2,KOSEF 고배당,9555,2,65,0.68,9569.0,5.7499,995,9,86,국내 업종/테마,KOSEF,False,False,False
291630,3,KOSEF 코스닥150선물레버리지,7075,2,60,0.86,7088.0,7.345,5554,38,86,국내 파생,KOSEF,False,True,False
354240,7,KBSTAR 미국고정배당우선증권ICE TR,10700,5,-70,-0.65,,-0.1854,482,5,86,기타,KBSTAR,False,False,False
395270,2,HANARO Fn K-반도체,10060,5,-5,-0.05,10075.0,10.4829,39162,396,86,국내 업종/테마,HANARO,False,False,False
183710,7,KBSTAR 주식혼합,42595,5,-130,-0.3,42588.0,-2.2647,3,0,85,기타,KBSTAR,False,False,False
131890,2,KINDEX 삼성그룹동일가중,16955,5,-90,-0.53,16957.0,-2.2369,21,0,85,국내 업종/테마,KINDEX,False,False,False
159800,1,마이티 코스피100,30240,3,0,0.0,30058.0,-2.4831,0,0,85,국내 시장지수,마이티,False,False,False
261140,2,TIGER 우선주,13650,5,-75,-0.55,13643.0,-0.1092,325,4,85,국내 업종/테마,TIGER,False,False,False
277650,2,TIGER 코스피중형주,16890,5,-65,-0.38,16917.0,-0.4697,18,0,84,국내 업종/테마,TIGER,False,False,False
272220,2,KINDEX 스마트모멘텀,16865,5,-45,-0.27,16859.0,-1.6861,165,2,84,국내 업종/테마,KINDEX,False,False,False
394340,4,KOSEF 릭소글로벌디지털경제MSCI,10540,5,-205,-1.91,,4.3203,85,0,84,해외 주식,KOSEF,False,False,False
322130,2,KINDEX 스마트로우볼,16750,2,90,0.54,16577.0,-1.7689,10,0,84,국내 업종/테마,KINDEX,False,False,False
289670,6,ARIRANG 국채선물10년,55080,5,-10,-0.02,55065.0,-3.7898,79,4,84,채권,ARIRANG,False,False,False
407160,2,MASTER 테크미디어텔레콤액티브,10430,5,-40,-0.38,10452.0,,11215,117,83,국내 업종/테마,MASTER,False,False,False
395170,2,KODEX Fn Top10동일가중,9185,5,-75,-0.81,9190.0,-6.4647,15513,142,83,국내 업종/테마,KODEX,False,False,False
292560,7,TIGER 일본엔선물,10180,5,-30,-0.29,10179.0,-3.039,748,7,81,기타,TIGER,False,False,False
261060,2,TIGER 코스닥150IT,17680,2,45,0.26,17777.0,10.2876,3139,55,81,국내 업종/테마,TIGER,False,False,False
266390,2,KODEX 경기소비재,11565,5,-180,-1.53,11609.0,-4.3178,10717,125,81,국내 업종/테마,KODEX,False,False,False
403990,2,KBSTAR KRX기후변화솔루션,10000,5,-60,-0.6,10024.0,,56,0,80,국내 업종/테마,KBSTAR,False,False,False
252000,1,TIGER 200동일가중,12300,5,-130,-1.05,12379.0,-2.2415,3,0,80,국내 시장지수,TIGER,False,False,False
404470,2,HANARO KRX기후변화솔루션,9985,5,-80,-0.79,10016.0,,355,3,80,국내 업종/테마,HANARO,False,False,False
404650,2,SOL KRX기후변화솔루션,9985,5,-35,-0.35,10018.0,,20,0,80,국내 업종/테마,SOL,False,False,False
307510,2,TIGER 의료기기,17735,2,235,1.34,17779.0,-15.459,2385,42,80,국내 업종/테마,TIGER,False,False,False
407170,2,MASTER 스마트커머스액티브,9910,5,-70,-0.7,9911.0,,9725,96,79,국내 업종/테마,MASTER,False,False,False
291130,4,KINDEX 멕시코MSCI(합성),9890,5,-25,-0.25,,-3.1739,295,2,79,해외 주식,KINDEX,False,False,False
275280,2,KODEX MSCI모멘텀,13025,5,-100,-0.76,13091.0,-1.0927,3,0,78,국내 업종/테마,KODEX,False,False,False
319870,2,KBSTAR KRX300미국달러선물혼합,15540,5,-80,-0.51,15519.0,-0.6046,532,8,78,국내 업종/테마,KBSTAR,False,False,False
261260,7,KODEX 미국달러선물인버스2X,8775,2,10,0.11,8780.0,-2.6112,15947,139,77,기타,KODEX,True,False,False
234310,2,KBSTAR V&S셀렉트밸류,15160,5,-70,-0.46,15185.0,-2.2151,32,0,76,국내 업종/테마,KBSTAR,False,False,False
139320,5,TIGER 금은선물(H),9460,5,-115,-1.2,,1.2691,3419,32,76,원자재,TIGER,False,False,True
305050,1,KINDEX 코스피,30135,5,-215,-0.71,30256.0,-2.49,274,8,75,국내 시장지수,KINDEX,False,False,False
371150,4,KBSTAR 차이나항셍테크,8355,5,-20,-0.24,,5.545,4094,34,75,해외 주식,KBSTAR,False,False,False
